,genre,testtrainval
122646,Instrumental,training
122647,Instrumental,training
122648,Instrumental,training
122649,Instrumental,training
122650,Instrumental,training
122651,Instrumental,training
122654,Instrumental,training
122671,Instrumental,training
122673,Instrumental,training
122675,Instrumental,training
122683,Rock,training
122685,Rock,training
122686,Rock,training
122798,Pop,training
122799,Pop,training
122800,Pop,training
122803,Pop,training
122804,Pop,training
122805,Pop,training
122806,Pop,training
122807,Pop,training
122808,Pop,training
122809,Pop,training
122810,Pop,training
122832,Electronic,validation
122901,International,training
122910,Experimental,training
122911,Rock,training
122932,Folk,training
122934,Folk,training
122935,Folk,training
122936,Folk,training
122959,Experimental,training
122999,Electronic,training
123000,Electronic,training
123001,Electronic,training
123002,Electronic,training
123003,Electronic,training
123004,Electronic,training
123094,Folk,training
123096,Folk,training
123097,Folk,training
123099,Folk,training
123147,Hip-Hop,training
123273,Rock,training
123278,Rock,training
123333,Experimental,training
123342,Experimental,training
123427,Rock,training
123438,Hip-Hop,training
123439,Hip-Hop,training
123440,Hip-Hop,training
123441,Hip-Hop,training
123442,Hip-Hop,training
123458,Instrumental,training
123461,Instrumental,training
123467,Instrumental,training
123468,Instrumental,training
123474,Rock,training
123484,Instrumental,training
123485,Instrumental,training
123486,Instrumental,training
123487,Instrumental,training
123488,Instrumental,training
123490,Folk,validation
123494,Folk,validation
123501,Electronic,validation
123502,Electronic,validation
123503,Electronic,validation
123504,Electronic,training
123505,Electronic,training
123506,Electronic,training
123509,Pop,training
123523,Instrumental,training
123614,Hip-Hop,training
123641,Hip-Hop,training
123645,Hip-Hop,training
123647,Hip-Hop,training
123760,Instrumental,training
123761,Instrumental,training
123762,Instrumental,training
123763,Instrumental,training
123764,Instrumental,training
123821,Rock,training
123825,Rock,training
123832,Rock,training
123834,Rock,training
123835,Rock,training
123866,Rock,training
123867,Rock,training
123868,Rock,training
123899,Folk,training
123932,Electronic,training
123933,Electronic,training
123934,Electronic,training
123935,Electronic,training
123936,Electronic,training
123937,Electronic,training
123938,Electronic,training
123964,Hip-Hop,training
123965,Hip-Hop,training
123966,Hip-Hop,training
123968,Hip-Hop,training
123969,Hip-Hop,training
123970,Hip-Hop,training
123971,Hip-Hop,training
123972,Hip-Hop,training
123973,Hip-Hop,training
123974,Hip-Hop,training
123975,Hip-Hop,training
123976,Hip-Hop,training
123977,Hip-Hop,training
123978,Hip-Hop,training
123979,Hip-Hop,training
123980,Hip-Hop,training
123981,Hip-Hop,training
123986,Hip-Hop,training
124154,Experimental,training
124175,Instrumental,training
124176,Instrumental,training
124177,Instrumental,training
124178,Instrumental,training
124179,Instrumental,training
124180,Instrumental,training
124181,Instrumental,training
124183,Instrumental,training
124184,Rock,test
124185,Rock,test
124186,Rock,test
124201,Rock,validation
124231,Experimental,training
124391,Rock,test
124392,Rock,test
124393,Rock,test
124394,Rock,test
124409,Experimental,training
124411,Experimental,training
124424,Folk,training
124425,Folk,training
124426,Folk,training
124460,Rock,training
124461,Rock,training
124470,Rock,training
124474,Pop,training
124477,Pop,training
124479,Pop,training
124480,Pop,training
124481,Pop,training
124482,Pop,training
124483,Pop,training
124484,Pop,training
124485,Pop,training
124509,Experimental,training
124517,Experimental,validation
124518,Experimental,validation
124519,Experimental,validation
124554,Electronic,training
124555,Electronic,training
124702,Hip-Hop,training
124752,Electronic,training
124753,Electronic,training
124754,Electronic,training
124755,Electronic,training
124756,Electronic,training
124870,Experimental,training
124872,Instrumental,training
124873,Instrumental,training
124874,Instrumental,training
124875,Instrumental,training
124876,Instrumental,training
124877,Instrumental,training
124891,Experimental,validation
124892,Experimental,validation
124912,Electronic,training
124913,Electronic,training
124915,Electronic,training
124916,Electronic,training
124917,Electronic,training
124918,Electronic,training
124971,Experimental,training
124992,Rock,training
124996,Rock,training
125001,Rock,training
125002,Rock,training
125003,Rock,training
125004,Rock,training
125154,Electronic,validation
125156,Electronic,validation
125157,Electronic,validation
125158,Electronic,validation
125159,Electronic,validation
125160,Electronic,validation
125161,Electronic,validation
125182,Folk,training
125183,Folk,training
125185,Folk,training
125186,Folk,training
125187,Folk,training
125188,Folk,training
125189,Folk,training
125190,Folk,training
125191,Folk,training
125192,Folk,training
125193,Folk,training
125194,Folk,training
125195,Folk,training
125196,Folk,training
125237,Experimental,validation
125238,Experimental,validation
125239,Experimental,validation
125240,Experimental,validation
125286,Electronic,training
125287,Electronic,training
125288,Electronic,training
125289,Electronic,training
125291,Electronic,training
125293,Electronic,training
125298,Electronic,training
125299,Electronic,training
125312,International,training
125313,International,training
125314,International,training
125315,Electronic,training
125333,Experimental,training
125337,Experimental,training
125375,Pop,training
125377,Pop,training
125432,Rock,training
125551,Rock,training
125612,Instrumental,training
125614,Instrumental,training
125616,Instrumental,training
125617,Instrumental,training
125618,Instrumental,training
125620,Instrumental,training
125621,Instrumental,training
125622,Instrumental,training
125657,Instrumental,training
125659,Instrumental,training
125680,Instrumental,training
125681,Instrumental,training
125721,Pop,training
125722,Pop,training
125723,Pop,training
125774,Rock,training
125776,Rock,training
125777,Rock,training
125778,Rock,training
125779,Rock,training
125809,Instrumental,training
125812,Instrumental,training
125813,Instrumental,training
125814,Instrumental,training
125815,Instrumental,training
125816,Instrumental,training
125817,Instrumental,training
125818,Instrumental,training
125819,Instrumental,training
125820,Instrumental,training
125821,Instrumental,training
125822,Instrumental,training
125823,Instrumental,training
125824,Instrumental,training
125825,Instrumental,training
125826,Instrumental,training
125827,Instrumental,training
125999,Electronic,validation
126014,Instrumental,training
126015,Instrumental,training
126016,Instrumental,training
126017,Instrumental,training
126018,Instrumental,training
126047,Rock,training
126055,Experimental,training
126102,Pop,training
126103,Pop,training
126104,Pop,training
126105,Pop,training
126180,Instrumental,training
126181,Instrumental,training
126182,Instrumental,training
126183,Instrumental,training
126185,Instrumental,training
126186,Instrumental,training
126187,Instrumental,training
126188,Instrumental,training
126189,Instrumental,training
126214,Instrumental,training
126215,Instrumental,training
126216,Instrumental,training
126217,Instrumental,training
126218,Instrumental,training
126219,Instrumental,training
126220,Instrumental,training
126221,Experimental,training
126223,Experimental,training
126224,Experimental,training
126225,Experimental,training
126226,Experimental,training
126227,Experimental,training
126229,Instrumental,training
126230,Instrumental,training
126231,Instrumental,training
126232,Instrumental,training
126233,Instrumental,training
126234,Instrumental,training
126240,Instrumental,test
126241,Instrumental,test
126242,Instrumental,test
126243,Instrumental,test
126276,Instrumental,training
126283,Instrumental,training
126289,Instrumental,training
126290,Instrumental,training
126291,Instrumental,training
126292,Electronic,validation
126294,Rock,training
126295,Rock,training
126297,Rock,training
126300,Rock,training
126316,Instrumental,training
126317,Instrumental,training
126318,Instrumental,training
126319,Instrumental,training
126320,Instrumental,training
126321,Instrumental,training
126354,Pop,training
126357,Pop,training
126362,Pop,training
126398,Pop,training
126400,Pop,training
126401,Pop,training
126402,Pop,training
126403,Pop,training
126404,Pop,training
126405,Pop,training
126406,Pop,training
126407,Pop,training
126408,Instrumental,training
126409,Instrumental,training
126410,Instrumental,training
126411,Instrumental,training
126412,Instrumental,training
126413,Instrumental,training
126414,Instrumental,training
126415,Instrumental,training
126416,Instrumental,training
126417,Instrumental,training
126425,Pop,training
126426,Pop,training
126427,Pop,training
126428,Pop,training
126429,Pop,training
126430,Pop,training
126431,Pop,training
126455,Folk,training
126489,Folk,training
126490,Folk,training
126491,Folk,training
126505,Experimental,training
126506,Experimental,validation
126507,Experimental,test
126508,Experimental,training
126510,Experimental,training
126512,Experimental,training
126516,Experimental,validation
126519,Experimental,training
126520,Experimental,training
126521,Experimental,training
126522,Experimental,training
126550,Experimental,validation
126557,Experimental,validation
126559,Experimental,validation
126584,Instrumental,validation
126585,Instrumental,validation
126586,Instrumental,validation
126587,Instrumental,validation
126588,Instrumental,validation
126589,Instrumental,validation
126598,Rock,training
126600,Experimental,training
126601,Experimental,training
126602,Experimental,training
126603,Experimental,training
126605,Experimental,training
126606,Experimental,training
126607,Experimental,training
126608,Experimental,training
126646,Instrumental,training
126666,Rock,training
126667,Rock,training
126668,Rock,training
126669,Rock,training
126670,Rock,training
126671,Rock,training
126672,Rock,training
126673,Rock,training
126674,Rock,training
126675,Rock,training
126676,Rock,training
126716,Instrumental,training
126717,Instrumental,training
126718,Instrumental,training
126719,Instrumental,training
126720,Instrumental,training
126743,Folk,training
126746,Folk,training
126747,Folk,training
126748,Folk,training
126749,Folk,training
126773,Electronic,validation
126778,Folk,training
126781,Folk,training
126782,Folk,training
126786,Folk,training
126789,Folk,training
126790,Folk,training
126882,Instrumental,training
126883,Instrumental,training
126884,Instrumental,training
126885,Instrumental,training
126886,Instrumental,training
126887,Instrumental,training
126899,Electronic,training
126900,Electronic,training
126944,Rock,training
126979,Folk,training
127036,Instrumental,training
127037,Instrumental,training
127062,Folk,training
127066,Folk,training
127155,Experimental,training
127159,Electronic,training
127180,Pop,test
127181,Pop,test
127182,Pop,test
127183,Pop,test
127184,Pop,test
127185,Pop,test
127186,Pop,test
127187,Pop,test
127188,Pop,test
127189,Pop,test
127190,Folk,training
127191,Folk,training
127192,Folk,training
127193,Folk,training
127194,Folk,training
127203,Pop,training
127204,Pop,training
127205,Pop,training
127206,Pop,training
127207,Instrumental,training
127208,Instrumental,training
127209,Instrumental,training
127210,Instrumental,training
127211,Instrumental,training
127212,Instrumental,training
127263,Electronic,training
127265,Folk,training
127266,Folk,training
127267,Folk,training
127268,Pop,training
127269,Pop,training
127271,Pop,training
127273,Pop,training
127274,Pop,training
127275,Pop,training
127276,Pop,training
127277,Pop,training
127278,Pop,training
127279,Pop,training
127280,Pop,training
127281,Pop,training
127285,Pop,training
127286,Pop,training
127287,Pop,training
127288,Pop,training
127289,Pop,training
127290,Pop,training
127294,Pop,training
127295,Pop,training
127296,Pop,training
127297,Pop,training
127298,Pop,training
127299,Pop,training
127300,Pop,training
127301,Pop,training
127302,Pop,training
127303,Pop,training
127330,Rock,test
127331,Instrumental,test
127339,Rock,training
127343,Electronic,training
127349,Electronic,training
127350,Electronic,training
127356,International,training
127357,International,training
127358,International,training
127359,International,training
127360,International,training
127402,Experimental,training
127422,Experimental,training
127469,Experimental,training
127484,Experimental,test
127494,Instrumental,training
127495,Instrumental,training
127496,Instrumental,training
127497,Instrumental,training
127498,Instrumental,training
127499,Instrumental,training
127519,Instrumental,test
127520,Instrumental,test
127532,Experimental,validation
127541,Experimental,validation
127542,Experimental,validation
127559,Rock,test
127620,Pop,training
127623,Pop,training
127648,Instrumental,training
127660,Instrumental,training
127661,Instrumental,training
127662,Instrumental,training
127663,Instrumental,training
127720,Rock,training
127722,Folk,training
127726,Folk,training
127798,Experimental,training
127804,Electronic,training
127806,Electronic,training
127865,International,validation
127866,International,validation
127867,International,validation
127868,International,validation
127869,International,validation
127870,International,validation
127871,International,validation
127878,Experimental,training
127908,Pop,training
127909,Pop,training
127910,Pop,training
127911,Pop,training
127912,Pop,training
127913,Pop,training
127914,Pop,training
127915,Pop,training
127916,Folk,training
127936,Electronic,validation
127996,Instrumental,training
128441,Hip-Hop,test
128443,Hip-Hop,training
128448,Rock,training
128469,Instrumental,training
128470,Instrumental,training
128471,Instrumental,training
128472,Instrumental,training
128473,Instrumental,training
128476,Pop,training
128477,Pop,training
128482,Pop,training
128484,Pop,validation
128494,Hip-Hop,training
128500,Folk,training
128504,Rock,training
128619,Instrumental,training
128666,Hip-Hop,training
128668,Hip-Hop,training
128699,Rock,training
128709,Rock,training
128710,Rock,training
128711,Rock,training
128758,Electronic,validation
128759,Electronic,validation
128760,Electronic,validation
128799,Experimental,training
128811,Instrumental,training
128812,Instrumental,training
128813,Instrumental,training
128814,Instrumental,training
128815,Instrumental,training
128816,Instrumental,training
128825,Experimental,training
128827,Experimental,training
128828,Experimental,training
128835,Experimental,training
128845,Experimental,training
128878,Experimental,test
128879,Experimental,test
128880,Experimental,test
128881,Experimental,test
128882,Experimental,test
128885,Instrumental,test
128886,Instrumental,test
128887,Instrumental,test
128888,Instrumental,test
128927,Hip-Hop,training
128992,Experimental,training
129039,Instrumental,training
129040,Instrumental,training
129042,Instrumental,training
129043,Instrumental,training
129044,Instrumental,training
129046,Rock,training
129048,Pop,validation
129049,Pop,validation
129051,Pop,validation
129052,Pop,validation
129053,Pop,validation
129054,Pop,validation
129055,Pop,validation
129056,Pop,validation
129088,Rock,validation
129089,Rock,validation
129090,Rock,validation
129091,Rock,validation
129092,Rock,validation
129093,Rock,validation
129094,Rock,validation
129095,Rock,validation
129096,Rock,validation
129097,Rock,validation
129098,Rock,validation
129184,Instrumental,training
129185,Instrumental,training
129186,Instrumental,training
129187,Instrumental,training
129188,Instrumental,training
129189,Instrumental,training
129190,Instrumental,training
129268,Rock,training
129362,Pop,training
129372,Pop,training
129374,Pop,training
129375,Pop,training
129391,Pop,training
129392,Pop,training
129393,Pop,training
129395,International,training
129396,International,training
129397,International,training
129398,International,training
129399,Rock,training
129400,International,training
129401,International,training
129402,International,training
129403,International,training
129404,International,training
129405,International,training
129406,International,training
129407,International,training
129439,Folk,training
129442,Folk,training
129444,Folk,training
129620,Experimental,training
129622,Experimental,validation
129624,Experimental,training
129674,Hip-Hop,training
129675,Hip-Hop,training
129683,Folk,training
129694,Folk,training
129695,Folk,training
129696,Folk,training
129742,Electronic,validation
129806,Hip-Hop,training
129807,Hip-Hop,training
129808,Hip-Hop,training
129816,International,training
129874,International,training
129875,International,training
129876,International,training
129879,International,training
129880,International,training
129882,International,training
129883,International,training
129884,International,training
129885,International,training
129886,International,training
129887,International,training
129889,International,training
129904,Hip-Hop,training
129910,Hip-Hop,training
129914,Hip-Hop,training
129915,Hip-Hop,training
129918,Hip-Hop,training
129919,Hip-Hop,training
129920,Hip-Hop,training
129922,International,training
129923,International,training
129924,International,training
129925,International,training
129926,International,training
129927,International,training
129962,Rock,training
129968,Rock,training
129969,Rock,training
129970,Rock,training
129972,Rock,training
129973,Rock,training
129997,Rock,training
130016,Rock,training
130084,Rock,training
130129,Electronic,training
130130,Electronic,training
130131,Electronic,training
130132,Electronic,training
130133,Electronic,training
130134,Electronic,training
130135,Electronic,training
130136,Electronic,training
130137,Electronic,training
130168,Hip-Hop,training
130170,Hip-Hop,training
130218,Hip-Hop,training
130265,Pop,training
130347,Folk,training
130349,Folk,training
130367,Pop,training
130368,Pop,training
130369,Pop,training
130370,Pop,training
130371,Pop,training
130372,Pop,training
130440,Hip-Hop,training
130454,Hip-Hop,training
130456,Hip-Hop,training
130650,Hip-Hop,training
130667,Folk,training
130682,Rock,training
130683,Rock,training
130689,Rock,training
130691,Rock,training
130692,Rock,training
130693,Rock,training
130702,Hip-Hop,validation
130709,Hip-Hop,training
130710,Hip-Hop,training
130711,Hip-Hop,training
130752,Instrumental,test
130758,Folk,training
130920,Electronic,training
130921,Electronic,training
130922,Electronic,training
130923,Electronic,training
130927,Instrumental,validation
130929,Instrumental,training
130930,Instrumental,training
130931,Instrumental,training
130932,Instrumental,training
130933,Instrumental,training
130934,Instrumental,training
130937,Folk,training
130940,Folk,training
130944,Folk,training
130945,Folk,training
130948,Folk,training
130950,Folk,training
130951,Folk,training
130952,Folk,training
130953,Folk,training
130954,Folk,training
130955,Folk,training
130956,Folk,training
130963,Folk,training
130964,Folk,training
130986,Experimental,training
130988,Instrumental,training
130989,Instrumental,training
130990,Instrumental,training
130991,Instrumental,training
130992,Instrumental,training
130993,Instrumental,training
131016,Hip-Hop,training
131019,Hip-Hop,training
131020,Hip-Hop,training
131021,Hip-Hop,training
131024,Experimental,training
131166,Rock,training
131292,Rock,training
131323,Instrumental,training
131324,Instrumental,training
131325,Instrumental,training
131326,Instrumental,training
131327,Instrumental,training
131385,Experimental,training
131410,Experimental,test
131422,Hip-Hop,training
131425,Hip-Hop,training
131426,Hip-Hop,training
131436,Pop,training
131439,Pop,training
131444,Pop,training
131446,Pop,training
131448,Pop,training
131449,Pop,training
131451,Pop,training
131452,Pop,training
131453,Pop,training
131454,Pop,training
131476,Instrumental,test
131536,Rock,training
131540,Experimental,validation
131552,Rock,training
131553,Rock,training
131554,Rock,training
131567,Experimental,training
131624,Experimental,training
131656,Rock,training
131657,Rock,training
131658,Rock,training
131764,Pop,training
131767,Pop,training
131770,Pop,training
131771,Pop,training
131772,Pop,training
131773,Pop,training
131774,Pop,training
131787,Instrumental,training
131789,Instrumental,training
131791,Instrumental,training
131792,Instrumental,training
131794,Instrumental,training
131795,Instrumental,training
131796,Instrumental,training
131797,Instrumental,training
131837,Instrumental,training
131897,Folk,training
131899,Folk,training
131900,Folk,training
131901,Folk,training
131902,Folk,training
131903,Folk,training
131904,Folk,training
131911,Instrumental,training
131912,Instrumental,training
131913,Instrumental,training
131914,Instrumental,training
131917,Instrumental,training
131918,Instrumental,training
131919,Instrumental,training
131922,Instrumental,training
131923,Instrumental,training
131924,Instrumental,training
131925,Instrumental,training
131932,International,test
131933,International,test
131934,International,test
131935,International,test
131936,International,test
131938,International,training
131939,International,training
131940,International,training
131941,International,training
131942,International,training
131950,International,training
131951,International,training
131952,International,training
131953,International,training
131978,Rock,validation
131979,Rock,validation
131980,Instrumental,training
131982,Instrumental,training
131983,Instrumental,training
131984,Instrumental,training
131985,Instrumental,training
131986,Instrumental,training
132019,Experimental,training
132040,Folk,training
132041,Folk,training
132042,Folk,training
132045,Folk,training
132117,Hip-Hop,test
132118,Hip-Hop,training
132122,Pop,training
132134,Electronic,training
132138,Electronic,training
132139,International,training
132140,International,training
132141,International,training
132142,International,training
132171,Rock,test
132272,Experimental,training
132310,Instrumental,validation
132420,Electronic,training
132424,Experimental,training
132434,Experimental,training
132436,Experimental,training
132448,Electronic,test
132449,Folk,validation
132453,Folk,validation
132454,Folk,validation
132455,Folk,validation
132456,Folk,validation
132561,Instrumental,training
132566,Instrumental,training
132567,Instrumental,training
132568,Instrumental,training
132589,Experimental,validation
132675,Instrumental,training
132677,Instrumental,training
132678,Instrumental,training
132679,Instrumental,training
132773,Electronic,training
132774,Electronic,training
132775,Electronic,training
132778,Pop,training
132779,Pop,training
132781,Pop,training
132784,Pop,training
132786,Pop,training
132787,Pop,training
132788,Pop,training
132789,Pop,training
132790,Pop,training
132791,Pop,training
132792,Pop,training
132793,Pop,training
132794,Pop,training
132795,Pop,training
132914,Rock,training
132954,Hip-Hop,training
132961,Hip-Hop,training
132962,Hip-Hop,training
132963,Hip-Hop,training
132964,Hip-Hop,training
132965,Hip-Hop,training
133015,Electronic,training
133016,Electronic,training
133019,Electronic,training
133020,Electronic,training
133022,Electronic,training
133023,Electronic,training
133024,Electronic,training
133025,Electronic,training
133026,Electronic,training
133027,Electronic,training
133028,Electronic,training
133029,Electronic,training
133100,Instrumental,validation
133102,Instrumental,test
133272,Rock,training
133273,Rock,training
133274,Rock,training
133275,Rock,training
133276,Rock,training
133293,Experimental,training
133294,Experimental,training
133297,Experimental,training
133332,Experimental,training
133333,Experimental,training
133431,Instrumental,validation
133432,Instrumental,validation
133433,Instrumental,validation
133434,Instrumental,validation
133435,Instrumental,validation
133436,Instrumental,validation
133437,Instrumental,validation
133438,Instrumental,validation
133439,Instrumental,validation
133440,Instrumental,validation
133441,Instrumental,validation
133442,Instrumental,validation
133443,Instrumental,validation
133444,Instrumental,validation
133445,Instrumental,validation
133446,Instrumental,validation
133447,Instrumental,validation
133448,Instrumental,validation
133449,Instrumental,validation
133450,Instrumental,validation
133451,Instrumental,validation
133452,Instrumental,validation
133453,Instrumental,validation
133454,Instrumental,validation
133455,Instrumental,validation
133456,Instrumental,validation
133457,Instrumental,validation
133459,Instrumental,validation
133479,Rock,training
133535,Instrumental,training
133537,Instrumental,training
133538,Instrumental,training
133544,Instrumental,training
133545,Instrumental,training
133546,Instrumental,training
133551,Instrumental,training
133553,Instrumental,training
133560,Instrumental,training
133561,Instrumental,training
133562,Instrumental,training
133563,Instrumental,training
133564,Instrumental,training
133567,Instrumental,training
133571,Instrumental,training
133572,Instrumental,training
133573,Instrumental,training
133574,Instrumental,training
133576,Instrumental,training
133579,Instrumental,training
133580,Instrumental,training
133632,Rock,training
133638,Folk,training
133639,Folk,training
133681,Instrumental,test
133729,Rock,training
133731,Rock,training
133770,Experimental,training
133772,Rock,test
133780,Folk,validation
133781,Folk,validation
133788,Folk,training
133793,Folk,training
133798,Folk,training
133802,Folk,training
133803,Folk,training
133833,Rock,training
133835,International,training
133836,International,training
133837,International,training
133838,International,training
133916,Experimental,training
133942,Instrumental,training
133943,Instrumental,training
133967,Instrumental,training
133968,Instrumental,training
133969,Instrumental,training
133970,Instrumental,training
133971,Instrumental,training
133972,Instrumental,training
133973,Instrumental,training
133974,Instrumental,training
133975,Instrumental,training
133976,Instrumental,training
133977,Instrumental,training
133978,Instrumental,training
134034,Rock,training
134052,Electronic,training
134053,Electronic,training
134054,Electronic,training
134073,Folk,training
134077,Folk,training
134084,Folk,training
134094,Experimental,training
134359,Electronic,training
134384,Pop,training
134385,Pop,training
134388,Pop,training
134389,Pop,training
134443,Instrumental,validation
134444,Instrumental,validation
134445,Instrumental,validation
134446,Electronic,training
134447,Electronic,training
134448,Electronic,training
134449,Instrumental,validation
134452,Instrumental,validation
134453,Instrumental,validation
134454,Instrumental,validation
134455,Instrumental,validation
134486,Pop,test
134509,Hip-Hop,training
134510,Hip-Hop,training
134580,Instrumental,training
134586,Instrumental,training
134594,Rock,training
134610,Hip-Hop,training
134631,Experimental,training
134643,Experimental,training
134790,Instrumental,test
134791,Instrumental,test
134792,Instrumental,test
134793,Instrumental,test
134794,Instrumental,test
134795,Instrumental,test
134796,Instrumental,test
134797,Instrumental,test
134801,Electronic,training
134823,Hip-Hop,training
134824,Hip-Hop,training
134825,Hip-Hop,training
134826,Hip-Hop,training
134827,Hip-Hop,training
134918,International,training
134919,International,training
134922,International,training
134923,International,training
134928,International,training
134929,International,training
134930,International,training
134931,International,training
134932,International,training
134933,International,training
134934,International,training
134935,International,training
134936,International,training
134937,International,training
134938,International,training
134939,International,training
134940,International,training
134941,International,training
134942,International,training
134943,International,training
134947,International,training
134948,International,training
134949,International,training
134950,International,training
134951,International,training
134952,International,training
134956,International,training
134959,International,training
134962,International,training
134979,Folk,training
134981,Folk,training
135010,Folk,training
135028,Folk,training
135039,Folk,training
135043,Folk,training
135044,Folk,training
135054,Experimental,training
135089,Experimental,training
135091,Experimental,training
135092,Experimental,training
135219,International,validation
135220,International,validation
135221,International,validation
135222,International,validation
135223,International,validation
135224,International,validation
135225,International,validation
135226,International,validation
135227,International,validation
135228,International,validation
135229,International,validation
135336,Pop,validation
135337,Pop,validation
135338,Pop,validation
135339,Pop,validation
135340,Pop,validation
135341,Pop,validation
135342,Pop,validation
135363,Rock,training
135364,Rock,training
135365,Rock,training
135368,Rock,training
135369,Rock,training
135370,Rock,training
135371,Rock,training
135372,Rock,training
135373,Rock,training
135374,Rock,training
135375,Rock,training
135986,Electronic,training
135989,Electronic,training
135990,Electronic,training
136054,Rock,test
136091,Rock,training
136094,Rock,training
136134,Folk,training
136137,Folk,training
136138,Folk,training
136275,Rock,training
136276,Instrumental,validation
136320,Electronic,training
136321,Electronic,training
136322,Electronic,training
136323,Electronic,training
136324,Electronic,training
136331,Instrumental,training
136404,Rock,training
136424,Electronic,training
136449,Hip-Hop,training
136465,Hip-Hop,training
136466,Hip-Hop,training
136467,Hip-Hop,training
136468,Hip-Hop,training
136469,Hip-Hop,training
136705,Rock,training
136706,Rock,training
136707,Rock,training
136708,Rock,training
136709,Rock,training
136928,Experimental,training
136994,International,training
136995,International,training
137054,Electronic,training
137151,Electronic,training
137152,Electronic,training
137166,Instrumental,training
137167,Instrumental,training
137168,Instrumental,training
137169,Instrumental,training
137170,Instrumental,training
137171,Instrumental,training
137172,Instrumental,training
137173,Instrumental,training
137174,Instrumental,training
137175,Instrumental,training
137176,Instrumental,training
137211,Rock,training
137212,Rock,training
137213,Rock,training
137214,Rock,training
137356,Rock,training
137417,Rock,training
137418,Rock,training
137419,Rock,training
137423,Rock,training
137424,Rock,training
137425,Rock,training
137426,Rock,training
137462,Electronic,training
137463,Electronic,training
137484,Experimental,training
137500,Experimental,training
137551,Experimental,training
137561,Experimental,training
137563,Experimental,training
137567,Rock,training
137593,Rock,training
137605,Rock,test
137624,Rock,test
137627,Rock,test
137630,Rock,test
137631,Rock,test
137632,Rock,test
137715,Rock,validation
137716,Rock,validation
137717,Rock,validation
137719,Rock,validation
137720,Rock,validation
137721,Rock,validation
137722,Rock,validation
137723,Rock,validation
137724,Rock,validation
137725,Rock,validation
137740,Rock,training
137895,Hip-Hop,training
137896,Hip-Hop,training
137898,Hip-Hop,training
137899,Hip-Hop,training
137900,Hip-Hop,training
137901,Hip-Hop,training
137907,Folk,training
137935,Rock,training
137990,Folk,training
137998,Rock,training
138010,Rock,training
138015,Folk,training
138016,Folk,training
138017,Folk,training
138018,Instrumental,test
138019,Instrumental,test
138020,Instrumental,test
138021,Instrumental,test
138022,Instrumental,test
138023,Instrumental,test
138024,Instrumental,test
138025,Instrumental,test
138026,Instrumental,test
138038,Pop,training
138039,Pop,training
138040,Pop,training
138041,Pop,training
138053,Rock,training
138060,Rock,validation
138061,Rock,validation
138062,Pop,training
138063,Pop,training
138064,Pop,training
138065,Pop,training
138066,Pop,training
138067,Pop,training
138068,Pop,training
138069,Pop,training
138070,Pop,training
138071,Pop,training
138207,Rock,training
138210,Rock,training
138211,Rock,training
138212,Hip-Hop,training
138213,Hip-Hop,training
138215,Hip-Hop,training
138216,Hip-Hop,training
138217,Hip-Hop,training
138218,Hip-Hop,training
138256,Experimental,training
138282,Rock,training
138306,Rock,training
138311,Rock,training
138317,Rock,training
138318,Rock,training
138319,Rock,training
138320,Rock,training
138351,Rock,validation
138355,Rock,training
138406,Folk,training
138410,Folk,training
138413,Folk,training
138414,Folk,training
138415,Folk,training
138416,Folk,training
138578,Electronic,training
138579,Electronic,training
138580,Electronic,training
138581,Electronic,training
139003,Instrumental,training
139043,Pop,training
139110,Folk,training
139112,Folk,training
139117,Rock,training
139123,Rock,training
139226,Electronic,training
139329,Experimental,training
139330,Experimental,training
139461,Rock,training
139485,Instrumental,training
139491,Instrumental,training
139520,Folk,training
139521,Folk,training
139522,Folk,training
139523,Folk,training
139524,Folk,training
139532,Instrumental,training
139534,Instrumental,training
139536,Instrumental,training
139537,Instrumental,training
139637,Experimental,training
139638,Experimental,training
139663,Experimental,training
139681,Experimental,training
139687,Experimental,training
139688,Experimental,training
139769,Rock,training
139770,Rock,training
139771,Instrumental,training
139772,Instrumental,training
139773,Instrumental,training
139774,Instrumental,training
139775,Instrumental,training
139776,Instrumental,training
139777,Instrumental,training
139804,Experimental,training
139862,Experimental,training
139876,Experimental,training
139933,Electronic,test
139934,Electronic,test
139935,Electronic,test
139936,Electronic,test
139937,Electronic,test
139954,Electronic,training
139990,Electronic,training
139991,Electronic,training
139992,Electronic,training
139993,Electronic,training
139994,Electronic,training
139995,Electronic,training
140043,Rock,test
140134,Electronic,training
140135,Electronic,training
140258,Electronic,training
140259,Electronic,training
140260,Electronic,training
140261,Electronic,training
140262,Electronic,training
140263,Electronic,training
140266,Experimental,training
140316,Experimental,training
140344,Electronic,training
140421,Rock,training
140564,Electronic,training
140565,Electronic,training
140566,Electronic,training
140576,Rock,training
140583,Folk,validation
140584,International,training
140609,Hip-Hop,test
140620,Hip-Hop,test
140621,Hip-Hop,test
140623,Hip-Hop,test
140625,Hip-Hop,test
140626,Hip-Hop,test
140788,Folk,training
140789,Folk,training
140790,Folk,training
140791,Folk,training
140794,Folk,training
140871,Folk,training
140872,Folk,training
140873,Folk,training
140874,Folk,training
140875,Folk,training
140922,Electronic,test
140923,Electronic,test
140924,Electronic,test
140925,Electronic,test
140926,Electronic,test
140933,Electronic,test
140934,Electronic,test
140935,Experimental,validation
140939,Experimental,validation
141074,Instrumental,training
141137,Instrumental,training
141139,Instrumental,training
